line_id,timestamp,host,source,message
492,2026-03-13 09:26:41,web01,nginx,"203.0.113.19 - - ""GET /api/v2/orders?page=2 HTTP/1.1"" 200 6420"
493,2026-03-13 09:34:58,web02,systemd,Started Session 4614 of user monitor.
494,2026-03-13 09:36:09,web01,nginx,"203.0.113.19 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
495,2026-03-13 09:40:44,app01,sshd,Accepted publickey for deploy from 10.20.9.96 port 58738 ssh2
496,2026-03-13 09:40:58,fw01,firewall,ALLOW tcp 10.20.9.61:56762 -> 10.20.2.22:443 bytes=9968
497,2026-03-13 10:11:01,app02,sudo,achen : TTY=pts/0 ; PWD=/home/achen ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
498,2026-03-13 11:00:04,fs01,sshd,pam_unix(sshd:session): session opened for user rpatel by (uid=0)
499,2026-03-13 11:16:16,web02,sudo,swilliams : TTY=pts/0 ; PWD=/home/swilliams ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
500,2026-03-13 11:18:43,db01,cron,(rpatel) CMD (/usr/local/bin/report.sh --daily)
501,2026-03-13 11:31:09,web01,nginx,"203.0.113.7 - - ""GET /api/v2/orders?page=18 HTTP/1.1"" 200 5827"
502,2026-03-13 11:44:02,app02,cron,(jmorales) CMD (/usr/local/bin/report.sh --daily)
503,2026-03-13 11:50:31,web01,nginx,"203.0.113.19 - - ""GET /api/v2/orders?page=30 HTTP/1.1"" 200 3627"
504,2026-03-13 11:51:25,fw01,firewall,DENY tcp 198.51.100.42:58335 -> 10.20.1.11:23 bytes=0
505,2026-03-13 11:57:26,web02,nginx,"198.51.100.42 - - ""POST /api/v2/session HTTP/1.1"" 201 572"
506,2026-03-13 12:05:40,db01,sshd,Failed password for rpatel from 10.20.9.14 port 48303 ssh2
507,2026-03-13 12:32:02,vpn01,cron,(tokafor) CMD (/usr/local/bin/report.sh --daily)
508,2026-03-13 12:40:26,app02,sshd,Accepted publickey for deploy from 10.20.9.72 port 57861 ssh2
509,2026-03-13 12:42:20,web01,cron,(achen) CMD (/usr/local/bin/report.sh --daily)
510,2026-03-13 12:45:19,web01,nginx,"203.0.113.7 - - ""GET /api/v2/orders?page=15 HTTP/1.1"" 200 4921"
511,2026-03-13 12:51:02,app02,cron,(rpatel) CMD (/usr/local/bin/report.sh --daily)
512,2026-03-13 12:57:32,vpn01,sshd,Accepted publickey for rpatel from 10.20.9.14 port 59752 ssh2
513,2026-03-13 12:59:55,fw01,firewall,ALLOW tcp 10.20.9.33:40754 -> 10.20.2.40:443 bytes=17400
514,2026-03-13 13:30:55,app02,cron,(swilliams) CMD (/usr/local/bin/report.sh --daily)
515,2026-03-13 13:37:16,fs01,systemd,Started Session 4297 of user backup.
516,2026-03-13 13:45:45,app02,sshd,pam_unix(sshd:session): session opened for user rpatel by (uid=0)
517,2026-03-13 13:51:59,app02,sshd,pam_unix(sshd:session): session opened for user jmorales by (uid=0)
518,2026-03-13 13:53:10,fw01,firewall,ALLOW tcp 10.20.9.88:55286 -> 10.20.2.22:443 bytes=16806
519,2026-03-13 13:55:07,web02,nginx,"203.0.113.19 - - ""POST /api/v2/session HTTP/1.1"" 201 305"
520,2026-03-13 14:00:38,fw01,firewall,ALLOW tcp 10.20.9.72:54189 -> 10.20.2.22:443 bytes=3543
521,2026-03-13 14:30:09,web01,nginx,"198.51.100.42 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
522,2026-03-13 14:56:31,vpn01,sshd,pam_unix(sshd:session): session opened for user monitor by (uid=0)
523,2026-03-13 15:11:06,fw01,firewall,DENY tcp 203.0.113.7:45415 -> 10.20.1.11:23 bytes=0
524,2026-03-13 15:11:19,web02,nginx,"198.51.100.42 - - ""POST /api/v2/session HTTP/1.1"" 201 307"
525,2026-03-13 15:18:22,web02,nginx,"203.0.113.7 - - ""POST /api/v2/session HTTP/1.1"" 201 516"
526,2026-03-13 15:22:11,vpn01,sshd,pam_unix(sshd:session): session opened for user tokafor by (uid=0)
527,2026-03-13 15:24:52,web02,nginx,"198.51.100.42 - - ""POST /api/v2/session HTTP/1.1"" 201 490"
528,2026-03-13 15:32:04,web01,nginx,"203.0.113.19 - - ""GET /api/v2/orders?page=16 HTTP/1.1"" 200 6364"
529,2026-03-13 15:34:45,fs01,systemd,Started Session 4067 of user jmorales.
530,2026-03-13 15:36:59,vpn01,sshd,Accepted publickey for swilliams from 10.20.9.61 port 53372 ssh2
531,2026-03-13 15:43:51,app01,systemd,Started Session 5756 of user achen.
532,2026-03-13 15:53:16,web01,sshd,Accepted publickey for jmorales from 10.20.9.96 port 51634 ssh2
533,2026-03-13 15:55:08,web02,nginx,"198.51.100.42 - - ""POST /api/v2/session HTTP/1.1"" 201 626"
534,2026-03-13 15:55:31,fw01,firewall,DENY tcp 203.0.113.19:40241 -> 10.20.1.11:23 bytes=0
535,2026-03-13 16:01:22,app01,sshd,Accepted publickey for achen from 10.20.9.72 port 49278 ssh2
536,2026-03-13 16:14:10,web01,sshd,pam_unix(sshd:session): session opened for user tokafor by (uid=0)
537,2026-03-13 16:19:57,fw01,firewall,ALLOW tcp 10.20.9.14:57630 -> 10.20.1.21:443 bytes=38721
538,2026-03-13 16:27:10,web02,nginx,"203.0.113.19 - - ""POST /api/v2/session HTTP/1.1"" 201 480"
539,2026-03-13 16:30:59,fs01,sshd,pam_unix(sshd:session): session opened for user monitor by (uid=0)
540,2026-03-13 16:49:13,app01,cron,(achen) CMD (/usr/local/bin/report.sh --daily)
541,2026-03-13 16:51:09,app02,sshd,pam_unix(sshd:session): session opened for user swilliams by (uid=0)
542,2026-03-13 17:04:04,web01,nginx,"203.0.113.19 - - ""GET /api/v2/orders?page=17 HTTP/1.1"" 200 6032"
543,2026-03-13 17:13:44,web01,sshd,Failed password for swilliams from 10.20.9.72 port 47181 ssh2
544,2026-03-13 17:31:55,fw01,firewall,ALLOW tcp 10.20.9.88:54668 -> 10.20.2.21:443 bytes=42525
545,2026-03-13 17:46:15,vpn01,sshd,Accepted publickey for achen from 10.20.9.88 port 56841 ssh2
546,2026-03-13 17:48:20,app02,sshd,Failed password for achen from 10.20.9.48 port 43774 ssh2
547,2026-03-13 18:01:01,vpn01,sshd,Accepted publickey for tokafor from 10.20.9.61 port 44577 ssh2
548,2026-03-13 18:03:34,web01,sshd,pam_unix(sshd:session): session opened for user monitor by (uid=0)
549,2026-03-13 18:13:42,fs01,sshd,Accepted publickey for swilliams from 10.20.9.61 port 52068 ssh2
550,2026-03-13 18:13:43,app01,sshd,pam_unix(sshd:session): session opened for user backup by (uid=0)
551,2026-03-13 18:23:19,app02,systemd,Started Session 7360 of user achen.
552,2026-03-13 18:25:44,fw01,firewall,ALLOW tcp 10.20.9.96:46492 -> 10.20.1.11:443 bytes=3068
553,2026-03-13 18:36:31,vpn01,sshd,Accepted publickey for deploy from 10.20.9.33 port 59577 ssh2
554,2026-03-13 18:43:31,fw01,firewall,ALLOW tcp 10.20.9.88:59059 -> 10.20.1.11:443 bytes=14068
555,2026-03-13 18:48:03,web01,nginx,"203.0.113.7 - - ""GET /api/v2/orders?page=38 HTTP/1.1"" 200 2190"
556,2026-03-13 19:12:48,web01,nginx,"198.51.100.42 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
557,2026-03-13 19:40:55,vpn01,sshd,Failed password for achen from 10.20.9.33 port 44235 ssh2
558,2026-03-13 19:45:42,fw01,firewall,DENY tcp 203.0.113.7:51006 -> 10.20.1.11:23 bytes=0
559,2026-03-13 20:06:45,web02,sshd,pam_unix(sshd:session): session opened for user deploy by (uid=0)
560,2026-03-13 20:20:20,app01,sshd,Accepted publickey for tokafor from 10.20.9.14 port 44519 ssh2
561,2026-03-13 20:30:27,app01,sshd,Accepted publickey for achen from 10.20.9.27 port 41903 ssh2
562,2026-03-13 20:33:10,web01,sshd,Failed password for jmorales from 10.20.9.27 port 45105 ssh2
563,2026-03-13 20:34:14,web01,nginx,"203.0.113.19 - - ""GET /api/v2/orders?page=24 HTTP/1.1"" 200 2071"
564,2026-03-13 20:36:14,vpn01,sshd,pam_unix(sshd:session): session opened for user deploy by (uid=0)
565,2026-03-13 20:52:29,fs01,sshd,Failed password for swilliams from 10.20.9.88 port 47193 ssh2
566,2026-03-13 20:59:15,web01,nginx,"203.0.113.19 - - ""GET /api/v2/orders?page=1 HTTP/1.1"" 200 8426"
567,2026-03-14 00:19:50,web02,systemd,logrotate.service: Succeeded.
568,2026-03-14 00:45:17,db01,cron,(backup) CMD (/usr/local/bin/nightly-backup.sh --target /srv)
569,2026-03-14 01:03:12,web01,cron,(backup) CMD (/usr/local/bin/nightly-backup.sh --target /srv)
570,2026-03-14 01:21:36,web01,cron,(backup) CMD (/usr/local/bin/nightly-backup.sh --target /srv)
571,2026-03-14 01:55:48,vpn01,cron,(monitor) CMD (/usr/local/bin/healthcheck --quiet)
572,2026-03-14 03:21:10,db01,systemd,logrotate.service: Succeeded.
573,2026-03-14 03:55:50,app01,cron,(backup) CMD (/usr/local/bin/nightly-backup.sh --target /srv)
574,2026-03-14 04:48:58,db01,cron,(backup) CMD (/usr/local/bin/nightly-backup.sh --target /srv)
575,2026-03-14 05:35:40,web01,systemd,logrotate.service: Succeeded.
576,2026-03-14 06:06:08,web01,nginx,"203.0.113.19 - - ""GET /api/v2/orders?page=3 HTTP/1.1"" 200 3680"
577,2026-03-14 06:26:31,app01,sshd,pam_unix(sshd:session): session opened for user achen by (uid=0)
578,2026-03-14 06:32:51,app02,sshd,pam_unix(sshd:session): session opened for user tokafor by (uid=0)
579,2026-03-14 06:43:22,app02,sudo,rpatel : TTY=pts/0 ; PWD=/home/rpatel ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
580,2026-03-14 06:54:56,web02,nginx,"203.0.113.19 - - ""POST /api/v2/session HTTP/1.1"" 201 647"
581,2026-03-14 06:59:51,fw01,firewall,ALLOW tcp 10.20.9.33:40475 -> 10.20.1.11:443 bytes=44639
582,2026-03-14 07:06:16,web01,nginx,"198.51.100.42 - - ""GET /api/v2/orders?page=13 HTTP/1.1"" 200 1541"
583,2026-03-14 07:08:55,app01,sshd,Accepted publickey for deploy from 10.20.9.33 port 41534 ssh2
584,2026-03-14 07:14:26,web02,sshd,Accepted publickey for jmorales from 10.20.9.14 port 45909 ssh2
585,2026-03-14 07:15:05,app01,sshd,pam_unix(sshd:session): session opened for user deploy by (uid=0)
586,2026-03-14 07:16:08,app02,sshd,Accepted publickey for swilliams from 10.20.9.88 port 51160 ssh2
587,2026-03-14 07:23:33,web01,nginx,"198.51.100.42 - - ""GET /api/v2/orders?page=19 HTTP/1.1"" 200 8118"
588,2026-03-14 07:31:43,web01,sshd,pam_unix(sshd:session): session opened for user backup by (uid=0)
589,2026-03-14 07:39:06,web02,nginx,"198.51.100.42 - - ""POST /api/v2/session HTTP/1.1"" 201 864"
590,2026-03-14 07:43:37,web01,sshd,Accepted publickey for monitor from 10.20.9.72 port 59762 ssh2
591,2026-03-14 07:53:06,fw01,firewall,DENY tcp 203.0.113.7:46524 -> 10.20.1.11:23 bytes=0
592,2026-03-14 08:00:12,web01,nginx,"203.0.113.19 - - ""GET /api/v2/orders?page=3 HTTP/1.1"" 200 1202"
593,2026-03-14 08:01:13,web01,nginx,"203.0.113.7 - - ""GET /api/v2/orders?page=16 HTTP/1.1"" 200 5419"
594,2026-03-14 08:04:51,fs01,sshd,Accepted publickey for jmorales from 10.20.9.27 port 55022 ssh2
595,2026-03-14 08:07:34,vpn01,cron,(tokafor) CMD (/usr/local/bin/report.sh --daily)
596,2026-03-14 08:39:24,web01,nginx,"203.0.113.19 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
597,2026-03-14 08:51:45,db01,cron,(jmorales) CMD (/usr/local/bin/report.sh --daily)
598,2026-03-14 08:55:31,web02,sshd,Accepted publickey for deploy from 10.20.9.33 port 51683 ssh2
599,2026-03-14 09:09:12,app02,sudo,deploy : TTY=pts/0 ; PWD=/home/deploy ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
600,2026-03-14 09:18:37,web02,sudo,rpatel : TTY=pts/0 ; PWD=/home/rpatel ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
601,2026-03-14 09:52:49,web01,nginx,"203.0.113.7 - - ""GET /api/v2/orders?page=7 HTTP/1.1"" 200 6519"
602,2026-03-14 10:15:04,db01,sshd,Accepted publickey for swilliams from 10.20.9.96 port 45224 ssh2
603,2026-03-14 10:15:09,fs01,sshd,Accepted publickey for rpatel from 10.20.9.61 port 47665 ssh2
604,2026-03-14 10:33:32,web01,cron,(backup) CMD (/usr/local/bin/report.sh --daily)
605,2026-03-14 10:45:15,web01,sudo,achen : TTY=pts/0 ; PWD=/home/achen ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
606,2026-03-14 10:53:55,vpn01,cron,(rpatel) CMD (/usr/local/bin/report.sh --daily)
607,2026-03-14 11:18:49,vpn01,sshd,Accepted publickey for swilliams from 10.20.9.14 port 53795 ssh2
608,2026-03-14 11:20:31,app01,cron,(rpatel) CMD (/usr/local/bin/report.sh --daily)
609,2026-03-14 11:30:59,web02,sshd,Accepted publickey for achen from 10.20.9.33 port 40741 ssh2
610,2026-03-14 11:32:15,web02,sudo,achen : TTY=pts/0 ; PWD=/home/achen ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
611,2026-03-14 11:35:10,web01,nginx,"203.0.113.19 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
612,2026-03-14 11:40:27,app01,sudo,achen : TTY=pts/0 ; PWD=/home/achen ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
613,2026-03-14 11:48:12,web01,nginx,"198.51.100.42 - - ""GET /api/v2/orders?page=13 HTTP/1.1"" 200 5180"
614,2026-03-14 11:52:32,vpn01,sshd,pam_unix(sshd:session): session opened for user jmorales by (uid=0)
615,2026-03-14 12:05:19,web01,nginx,"203.0.113.19 - - ""GET /api/v2/orders?page=25 HTTP/1.1"" 200 8164"
616,2026-03-14 12:17:47,web01,cron,(tokafor) CMD (/usr/local/bin/report.sh --daily)
617,2026-03-14 12:18:52,vpn01,cron,(monitor) CMD (/usr/local/bin/report.sh --daily)
618,2026-03-14 12:33:01,web01,nginx,"203.0.113.7 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
619,2026-03-14 12:52:01,web01,nginx,"198.51.100.42 - - ""GET /api/v2/orders?page=10 HTTP/1.1"" 200 5035"
620,2026-03-14 12:59:41,vpn01,systemd,Started Session 1834 of user swilliams.
621,2026-03-14 13:24:51,web01,nginx,"203.0.113.19 - - ""GET /api/v2/orders?page=29 HTTP/1.1"" 200 2351"
622,2026-03-14 13:26:28,web02,sshd,Accepted publickey for backup from 10.20.9.96 port 55279 ssh2
623,2026-03-14 13:36:55,fs01,sshd,Accepted publickey for jmorales from 10.20.9.14 port 48065 ssh2
624,2026-03-14 13:41:31,web01,systemd,Started Session 2571 of user monitor.
625,2026-03-14 13:46:38,db01,cron,(swilliams) CMD (/usr/local/bin/report.sh --daily)
626,2026-03-14 13:49:22,web01,nginx,"198.51.100.42 - - ""GET /api/v2/orders?page=34 HTTP/1.1"" 200 8418"
627,2026-03-14 13:53:42,vpn01,sshd,Accepted publickey for rpatel from 10.20.9.33 port 43881 ssh2
628,2026-03-14 14:11:59,app01,sshd,pam_unix(sshd:session): session opened for user achen by (uid=0)
629,2026-03-14 14:57:35,vpn01,sshd,Failed password for swilliams from 10.20.9.88 port 57282 ssh2
630,2026-03-14 14:59:46,app01,sudo,tokafor : TTY=pts/0 ; PWD=/home/tokafor ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
631,2026-03-14 15:04:59,db01,sshd,Accepted publickey for tokafor from 10.20.9.72 port 55020 ssh2
632,2026-03-14 15:17:47,web02,nginx,"203.0.113.19 - - ""POST /api/v2/session HTTP/1.1"" 201 744"
633,2026-03-14 15:53:46,db01,sshd,Accepted publickey for deploy from 10.20.9.33 port 54661 ssh2
634,2026-03-14 15:54:57,web02,sudo,jmorales : TTY=pts/0 ; PWD=/home/jmorales ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
635,2026-03-14 15:59:49,web01,sudo,jmorales : TTY=pts/0 ; PWD=/home/jmorales ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
636,2026-03-14 16:11:21,web01,cron,(deploy) CMD (/usr/local/bin/report.sh --daily)
637,2026-03-14 16:15:03,web01,nginx,"203.0.113.7 - - ""GET /api/v2/orders?page=20 HTTP/1.1"" 200 5000"
638,2026-03-14 16:16:50,web01,systemd,Started Session 1505 of user backup.
639,2026-03-14 16:29:11,web02,nginx,"203.0.113.19 - - ""POST /api/v2/session HTTP/1.1"" 201 780"
640,2026-03-14 16:36:19,app01,sshd,Accepted publickey for backup from 10.20.9.14 port 49171 ssh2
641,2026-03-14 16:50:37,web01,nginx,"198.51.100.42 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
642,2026-03-14 16:50:52,web02,nginx,"198.51.100.42 - - ""POST /api/v2/session HTTP/1.1"" 201 613"
643,2026-03-14 17:04:17,web02,systemd,Started Session 2100 of user rpatel.
644,2026-03-14 17:08:22,web02,sudo,monitor : TTY=pts/0 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
645,2026-03-14 17:08:22,vpn01,sshd,Accepted publickey for tokafor from 10.20.9.33 port 50143 ssh2
646,2026-03-14 17:10:59,app01,sshd,Accepted publickey for backup from 10.20.9.14 port 41437 ssh2
647,2026-03-14 17:21:08,app01,sshd,Accepted publickey for jmorales from 10.20.9.88 port 56490 ssh2
648,2026-03-14 17:50:05,fw01,firewall,DENY tcp 203.0.113.7:41111 -> 10.20.1.11:23 bytes=0
649,2026-03-14 18:22:46,fw01,firewall,DENY tcp 198.51.100.42:58268 -> 10.20.1.11:23 bytes=0
650,2026-03-14 18:31:52,web01,sshd,Accepted publickey for tokafor from 10.20.9.72 port 44325 ssh2
651,2026-03-14 18:35:20,vpn01,sshd,Failed password for tokafor from 10.20.9.14 port 46122 ssh2
652,2026-03-14 18:51:23,fw01,firewall,ALLOW tcp 10.20.9.61:42216 -> 10.20.3.55:443 bytes=46327
653,2026-03-14 19:06:39,web02,nginx,"203.0.113.19 - - ""POST /api/v2/session HTTP/1.1"" 201 242"
654,2026-03-14 19:12:36,app02,sshd,Accepted publickey for backup from 10.20.9.96 port 56953 ssh2
655,2026-03-14 19:15:11,web01,sshd,Failed password for tokafor from 10.20.9.33 port 54361 ssh2
656,2026-03-14 19:20:42,db01,sshd,pam_unix(sshd:session): session opened for user backup by (uid=0)
657,2026-03-14 19:22:02,fs01,sshd,Accepted publickey for tokafor from 10.20.9.33 port 58755 ssh2
658,2026-03-14 19:29:05,fs01,sudo,monitor : TTY=pts/0 ; PWD=/home/monitor ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
659,2026-03-14 19:29:20,web01,sshd,pam_unix(sshd:session): session opened for user monitor by (uid=0)
660,2026-03-14 19:32:40,app02,systemd,Started Session 5836 of user swilliams.
661,2026-03-14 19:35:28,web02,nginx,"203.0.113.7 - - ""POST /api/v2/session HTTP/1.1"" 201 611"
662,2026-03-14 19:44:24,fs01,sshd,Accepted publickey for deploy from 10.20.9.33 port 58774 ssh2
663,2026-03-14 19:51:15,web01,nginx,"203.0.113.7 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
664,2026-03-14 19:55:53,web01,nginx,"203.0.113.7 - - ""GET /api/v2/orders?page=30 HTTP/1.1"" 200 7519"
665,2026-03-14 20:09:42,web01,nginx,"203.0.113.7 - - ""GET /api/v2/orders?page=28 HTTP/1.1"" 200 1124"
666,2026-03-14 20:17:31,fw01,firewall,DENY tcp 203.0.113.7:54219 -> 10.20.1.11:23 bytes=0
667,2026-03-14 20:18:45,web02,cron,(swilliams) CMD (/usr/local/bin/report.sh --daily)
668,2026-03-14 20:19:17,web02,nginx,"203.0.113.7 - - ""POST /api/v2/session HTTP/1.1"" 201 378"
669,2026-03-14 20:24:09,fw01,firewall,ALLOW tcp 10.20.9.33:49552 -> 10.20.2.40:443 bytes=6716
670,2026-03-14 20:26:24,web02,nginx,"198.51.100.42 - - ""POST /api/v2/session HTTP/1.1"" 201 543"
671,2026-03-15 00:07:26,vpn01,cron,(backup) CMD (/usr/local/bin/nightly-backup.sh --target /srv)
672,2026-03-15 00:31:21,web01,cron,(backup) CMD (/usr/local/bin/nightly-backup.sh --target /srv)
673,2026-03-15 00:52:33,fw01,firewall,ALLOW tcp 10.20.1.12:56038 -> 10.20.2.40:445 bytes=21472990
674,2026-03-15 01:21:43,web02,sshd,Accepted publickey for deploy from 10.20.2.21 port 58923 ssh2
675,2026-03-15 01:38:20,fw01,firewall,ALLOW tcp 10.20.2.21:44759 -> 10.20.2.40:445 bytes=10466709
676,2026-03-15 01:48:05,fw01,firewall,ALLOW tcp 10.20.1.11:45477 -> 10.20.2.40:445 bytes=20436964
677,2026-03-15 03:24:16,db01,sshd,Accepted publickey for backup from 10.20.2.40 port 40746 ssh2
678,2026-03-15 03:42:55,web01,cron,(backup) CMD (/usr/local/bin/nightly-backup.sh --target /srv)
679,2026-03-15 05:18:28,app02,sudo,deploy : TTY=pts/3 ; PWD=/opt/app ; USER=root ; COMMAND=/usr/bin/systemctl restart app.service
680,2026-03-15 06:04:35,fs01,cron,(jmorales) CMD (/usr/local/bin/report.sh --daily)
681,2026-03-15 06:20:39,fw01,firewall,ALLOW tcp 10.20.9.27:41727 -> 10.20.3.55:443 bytes=29968
682,2026-03-15 06:50:48,fs01,sshd,Accepted publickey for rpatel from 10.20.9.88 port 44376 ssh2
683,2026-03-15 06:56:13,web01,nginx,"203.0.113.7 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
684,2026-03-15 06:56:23,fw01,firewall,DENY tcp 203.0.113.19:40495 -> 10.20.1.11:23 bytes=0
685,2026-03-15 07:05:38,app01,sshd,Failed password for achen from 10.20.9.88 port 53837 ssh2
686,2026-03-15 07:18:50,web02,sshd,Accepted publickey for deploy from 10.20.9.88 port 47211 ssh2
687,2026-03-15 07:34:31,db01,sshd,Failed password for tokafor from 10.20.9.72 port 55063 ssh2
688,2026-03-15 07:49:38,fw01,firewall,ALLOW tcp 10.20.9.88:49910 -> 10.20.1.21:443 bytes=24140
689,2026-03-15 07:50:24,web01,nginx,"203.0.113.7 - - ""GET /api/v2/orders?page=30 HTTP/1.1"" 200 5895"
690,2026-03-15 08:15:29,app02,systemd,Started Session 1544 of user swilliams.
691,2026-03-15 08:33:02,app01,sshd,pam_unix(sshd:session): session opened for user tokafor by (uid=0)
692,2026-03-15 08:35:15,web01,nginx,"203.0.113.19 - - ""GET /api/v2/orders?page=28 HTTP/1.1"" 200 5017"
693,2026-03-15 08:59:50,fw01,firewall,ALLOW tcp 10.20.9.27:53278 -> 10.20.1.12:443 bytes=15612
694,2026-03-15 09:08:59,web01,nginx,"203.0.113.7 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
695,2026-03-15 09:23:24,app02,sshd,Accepted publickey for deploy from 10.20.9.27 port 46298 ssh2
696,2026-03-15 09:41:25,web01,sshd,Accepted publickey for swilliams from 10.20.9.61 port 50427 ssh2
697,2026-03-15 09:41:42,app02,systemd,Started Session 5850 of user swilliams.
698,2026-03-15 09:49:45,web02,nginx,"203.0.113.19 - - ""POST /api/v2/session HTTP/1.1"" 201 389"
699,2026-03-15 10:04:45,vpn01,sshd,pam_unix(sshd:session): session opened for user rpatel by (uid=0)
700,2026-03-15 10:08:09,fw01,firewall,DENY tcp 198.51.100.42:45975 -> 10.20.1.11:23 bytes=0
701,2026-03-15 10:11:34,db01,sudo,achen : TTY=pts/0 ; PWD=/home/achen ; USER=root ; COMMAND=/usr/bin/systemctl status nginx
702,2026-03-15 10:13:21,web02,nginx,"203.0.113.7 - - ""POST /api/v2/session HTTP/1.1"" 201 373"
703,2026-03-15 10:14:49,fw01,firewall,DENY tcp 203.0.113.7:50063 -> 10.20.1.11:23 bytes=0
704,2026-03-15 10:24:08,vpn01,sshd,pam_unix(sshd:session): session opened for user deploy by (uid=0)
705,2026-03-15 10:28:32,app01,sshd,pam_unix(sshd:session): session opened for user jmorales by (uid=0)
706,2026-03-15 10:40:40,fs01,sshd,Accepted publickey for monitor from 10.20.9.96 port 59615 ssh2
707,2026-03-15 10:44:04,fw01,firewall,ALLOW tcp 10.20.9.61:50682 -> 10.20.1.11:443 bytes=7316
708,2026-03-15 10:45:35,web01,cron,(monitor) CMD (/usr/local/bin/report.sh --daily)
709,2026-03-15 10:54:32,web01,nginx,"203.0.113.19 - - ""GET /api/v2/orders?page=6 HTTP/1.1"" 200 2522"
710,2026-03-15 10:58:35,fw01,firewall,DENY tcp 203.0.113.19:54087 -> 10.20.1.11:23 bytes=0
711,2026-03-15 11:03:17,fs01,sshd,pam_unix(sshd:session): session opened for user jmorales by (uid=0)
712,2026-03-15 11:21:44,web01,cron,(tokafor) CMD (/usr/local/bin/report.sh --daily)
713,2026-03-15 11:40:24,web02,sshd,Accepted publickey for backup from 10.20.9.88 port 55694 ssh2
714,2026-03-15 11:43:48,web01,nginx,"198.51.100.42 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
715,2026-03-15 12:14:48,web01,nginx,"198.51.100.42 - - ""GET /favicon.ico HTTP/1.1"" 404 153"
716,2026-03-15 12:18:38,fw01,firewall,DENY tcp 198.51.100.42:49757 -> 10.20.1.11:23 bytes=0
717,2026-03-15 12:36:12,fw01,firewall,ALLOW tcp 10.20.9.72:54332 -> 10.20.2.21:443 bytes=41655
718,2026-03-15 13:11:20,app02,sshd,Accepted publickey for jmorales from 10.20.9.33 port 44958 ssh2
719,2026-03-15 13:18:34,web01,nginx,"198.51.100.42 - - ""GET /api/v2/orders?page=28 HTTP/1.1"" 200 6914"
720,2026-03-15 13:18:36,web02,cron,(swilliams) CMD (/usr/local/bin/report.sh --daily)
721,2026-03-15 13:22:36,fw01,firewall,ALLOW tcp 10.20.9.48:50877 -> 10.20.1.11:443 bytes=23035
722,2026-03-15 13:33:48,fw01,firewall,DENY tcp 203.0.113.19:47787 -> 10.20.1.11:23 bytes=0
723,2026-03-15 13:44:07,web02,cron,(tokafor) CMD (/usr/local/bin/report.sh --daily)
724,2026-03-15 13:45:26,db01,sshd,pam_unix(sshd:session): session opened for user monitor by (uid=0)
725,2026-03-15 13:46:10,web02,sshd,Accepted publickey for deploy from 10.20.9.48 port 59800 ssh2
726,2026-03-15 13:49:53,web02,nginx,"203.0.113.19 - - ""POST /api/v2/session HTTP/1.1"" 201 369"
727,2026-03-15 13:59:24,web01,nginx,"198.51.100.42 - - ""GET /api/v2/orders?page=32 HTTP/1.1"" 200 2864"
728,2026-03-15 14:00:07,web02,sshd,Accepted publickey for rpatel from 10.20.9.61 port 46177 ssh2
729,2026-03-15 14:06:15,web01,nginx,"203.0.113.7 - - ""GET /api/v2/orders?page=7 HTTP/1.1"" 200 5505"
730,2026-03-15 14:30:06,web02,sshd,Accepted publickey for swilliams from 10.20.9.14 port 55744 ssh2
731,2026-03-15 14:31:26,fw01,firewall,DENY tcp 203.0.113.19:46315 -> 10.20.1.11:23 bytes=0
732,2026-03-15 14:34:12,web01,nginx,"198.51.100.42 - - ""GET /api/v2/orders?page=31 HTTP/1.1"" 200 4668"
733,2026-03-15 14:36:07,db01,sshd,pam_unix(sshd:session): session opened for user rpatel by (uid=0)
734,2026-03-15 14:37:38,db01,systemd,Started Session 4527 of user backup.
735,2026-03-15 14:52:24,fw01,firewall,DENY tcp 203.0.113.19:53483 -> 10.20.1.11:23 bytes=0
736,2026-03-15 15:17:47,vpn01,sshd,pam_unix(sshd:session): session opened for user backup by (uid=0)
